CustomerID,FirstName,LastName,Email,DateOfBirth,Phone,Postcode,FailureType,FailureDescription
458,John,Jones,john.jones@demo.net,10/04/2004,4.47647E+11,15183,Uniqueness,Duplicate CustomerID
406,James,Jones,noatsign.com,20/06/1976,,,Validity,Invalid format or value
439,David,Johnson,david.johnson@demo.net,10/11/2001,4.47699E+11,39567,Uniqueness,Duplicate CustomerID
584,David,Miller,david.miller@test.org,12/12/2025,4.47614E+11,58864,Consistency,Date of birth is after current date
185,Jane,Garcia,jane.garcia@mail.com,21/11/2025,4.4797E+11,13794,Consistency,Date of birth is after current date
367,Sarah,Garcia,sarah.garcia@demo.net,13/05/1963,4.47651E+11,,Completeness,Missing mandatory field(s)
766,David,Wilson,david.wilson@mail.com,19/07/1974,4.47427E+11,54939,Uniqueness,Duplicate CustomerID
11,Chris,Johnson,chris.johnson@mail.com,31/10/2026,4.47408E+11,46434,Consistency,Date of birth is after current date
735,John,Williams,noatsign.com,27/06/1979,abcdefghij,9999999999,Validity,Invalid format or value
51,Michael,Johnson,noatsign.com,07/02/1971,4.4E+11,ABCDE,Validity,Invalid format or value
887,James,Smith,,09/04/1972,4.47308E+11,,Completeness,Missing mandatory field(s)
858,David,Jones,,29/06/1950,4.47761E+11,,Completeness,Missing mandatory field(s)
925,Laura,Williams,laura.williams@mail.com,10/12/2026,4.479E+11,32361,Consistency,Date of birth is after current date
70,Michael,Davis,michael.davis@example.com,03/02/1966,4.47791E+11,,Completeness,Missing mandatory field(s)
409,James,Brown,james.brown@mail.com,26/10/2026,4.47938E+11,20730,Consistency,Date of birth is after current date
351,Sarah,Davis,,30/03/1983,4.4E+11,9999999999,Validity,Invalid format or value
899,John,Smith,,16/01/1984,4.4E+11,ABCDE,Validity,Invalid format or value
458,James,Jones,james.jones@example.com,21/01/1995,4.47873E+11,98346,Uniqueness,Duplicate CustomerID
984,David,Smith,,10/07/1975,4.4764E+11,12136,Completeness,Missing mandatory field(s)
211,David,Wilson,david.wilson@mail.com,22/03/1987,,22978,Completeness,Missing mandatory field(s)
340,John,Johnson,john.johnson@mail.com,14/04/1977,4.47177E+11,31229,Uniqueness,Duplicate CustomerID
577,John,Miller,john.miller@demo.net,27/05/1974,4.47562E+11,,Completeness,Missing mandatory field(s)
28,John,Johnson,,03/08/1977,4.47257E+11,,Completeness,Missing mandatory field(s)
708,Jane,Garcia,invalid@,12/11/1965,12345,ABCDE,Validity,Invalid format or value
322,Michael,Smith,michael.smith@mail.com,09/06/2026,4.47728E+11,67432,Consistency,Date of birth is after current date
238,Emily,Johnson,emily.johnson@test.org,20/04/2026,4.47395E+11,25058,Consistency,Date of birth is after current date
131,Chris,Wilson,,16/06/1992,,,Validity,Invalid format or value
571,David,Wilson,david.wilson@example.com,27/04/2026,4.4775E+11,67342,Consistency,Date of birth is after current date
671,David,Williams,,24/06/1953,,53449,Completeness,Missing mandatory field(s)
533,Michael,Wilson,invalid@,15/07/1968,4.4E+11,,Validity,Invalid format or value
722,Jane,Smith,jane.smith@example.com,19/08/2026,4.47448E+11,68237,Consistency,Date of birth is after current date
900,Sarah,Miller,sarah.miller@test.org,16/10/1966,4.47589E+11,,Completeness,Missing mandatory field(s)
392,Sarah,Jones,,10/01/1958,4.477E+11,85252,Completeness,Missing mandatory field(s)
436,James,Davis,james.davis@demo.net,31/12/1999,4.47569E+11,27575,Uniqueness,Duplicate CustomerID
681,Emily,Jones,,25/08/1991,4.47542E+11,62028,Completeness,Missing mandatory field(s)
320,John,Miller,john.miller@demo.net,08/08/2026,4.47687E+11,17518,Consistency,Date of birth is after current date
67,David,Williams,user@@domain.com,28/08/1977,abcdefghij,,Validity,Invalid format or value
760,Emily,Miller,user@@domain.com,09/03/1987,abcdefghij,9999999999,Validity,Invalid format or value
564,Sarah,Miller,noatsign.com,14/09/1984,abcdefghij,ABCDE,Validity,Invalid format or value
375,Emily,Smith,emily.smith@example.com,12/02/1967,4.4702E+11,67807,Completeness,Missing mandatory field(s)
627,Sarah,Johnson,sarah.johnson@example.com,09/12/1996,4.47707E+11,18739,Uniqueness,Duplicate CustomerID
967,Anna,Smith,anna.smith@example.com,31/05/1974,4.47476E+11,96761,Uniqueness,Duplicate CustomerID
902,Michael,Garcia,michael.garcia@demo.net,12/12/2026,4.4745E+11,58799,Consistency,Date of birth is after current date
364,Anna,Johnson,anna.johnson@mail.com,18/11/2025,4.47423E+11,58915,Consistency,Date of birth is after current date
110,Chris,Davis,chris.davis@test.org,29/03/2026,4.47505E+11,12540,Consistency,Date of birth is after current date
951,Chris,Garcia,user@@domain.com,30/10/1967,4.4E+11,ABCDE,Validity,Invalid format or value
133,Chris,Jones,chris.jones@test.org,07/09/1970,4.4713E+11,35242,Uniqueness,Duplicate CustomerID
919,Sarah,Wilson,,21/02/1987,12345,,Validity,Invalid format or value
180,David,Williams,,14/02/1992,4.4E+11,ABCDE,Validity,Invalid format or value
942,Chris,Williams,chris.williams@demo.net,07/11/2025,4.4725E+11,21822,Consistency,Date of birth is after current date
412,Michael,Miller,michael.miller@demo.net,05/06/1960,4.4773E+11,36922,Completeness,Missing mandatory field(s)
960,Laura,Johnson,laura.johnson@test.org,03/03/1981,4.47762E+11,18511,Uniqueness,Duplicate CustomerID
131,Emily,Garcia,emily.garcia@demo.net,31/01/1967,4.47101E+11,22704,Uniqueness,Duplicate CustomerID
299,Emily,Jones,emily.jones@example.com,14/04/1954,4.47256E+11,65027,Uniqueness,Duplicate CustomerID
884,Sarah,Garcia,sarah.garcia@demo.net,03/10/2026,4.47926E+11,13584,Consistency,Date of birth is after current date
446,Sarah,Miller,sarah.miller@demo.net,27/10/2025,4.47604E+11,39002,Consistency,Date of birth is after current date
343,Chris,Wilson,chris.wilson@example.com,02/02/1995,,32103,Completeness,Missing mandatory field(s)
925,Laura,Williams,laura.williams@mail.com,04/04/1997,4.479E+11,32361,Completeness,Missing mandatory field(s)
710,Anna,Williams,anna.williams@demo.net,24/11/1957,4.47139E+11,90541,Uniqueness,Duplicate CustomerID
516,David,Wilson,invalid@,19/03/1981,4.4E+11,9999999999,Validity,Invalid format or value
949,James,Brown,james.brown@demo.net,20/01/2027,4.47732E+11,50908,Consistency,Date of birth is after current date
433,Sarah,Davis,sarah.davis@test.org,22/10/2025,4.47438E+11,29558,Consistency,Date of birth is after current date
993,Laura,Jones,laura.jones@example.com,02/09/1956,4.47735E+11,46749,Uniqueness,Duplicate CustomerID
185,Michael,Smith,michael.smith@test.org,22/08/1999,4.47627E+11,85909,Uniqueness,Duplicate CustomerID
495,Laura,Jones,laura.jones@example.com,16/01/2027,4.47723E+11,75444,Consistency,Date of birth is after current date
300,Anna,Garcia,anna.garcia@example.com,12/12/1959,4.47898E+11,75513,Completeness,Missing mandatory field(s)
644,David,Williams,user@@domain.com,29/01/1999,12345,ABCDE,Validity,Invalid format or value
512,Laura,Wilson,laura.wilson@demo.net,19/11/1984,4.47005E+11,38153,Uniqueness,Duplicate CustomerID
586,John,Davis,john.davis@example.com,23/09/1991,4.4793E+11,47002,Uniqueness,Duplicate CustomerID
564,Sarah,Miller,sarah.miller@mail.com,14/09/1984,4.47924E+11,84498,Uniqueness,Duplicate CustomerID
225,James,Jones,user@@domain.com,17/10/1952,4.4E+11,9999999999,Validity,Invalid format or value
716,Chris,Jones,chris.jones@mail.com,26/07/1988,4.47844E+11,86019,Uniqueness,Duplicate CustomerID
677,James,Miller,invalid@,24/03/1996,abcdefghij,9999999999,Validity,Invalid format or value
278,David,Williams,david.williams@example.com,03/02/2027,4.476E+11,59372,Consistency,Date of birth is after current date
739,John,Williams,,29/04/1987,12345,9999999999,Validity,Invalid format or value
698,Emily,Miller,emily.miller@mail.com,16/07/2026,4.47685E+11,72355,Consistency,Date of birth is after current date
293,Sarah,Smith,invalid@,12/10/1954,12345,,Validity,Invalid format or value
480,James,Rodriguez,james.rodriguez@demo.net,15/02/2026,4.47028E+11,21746,Consistency,Date of birth is after current date
281,Laura,Brown,laura.brown@mail.com,01/04/2026,4.47166E+11,20114,Consistency,Date of birth is after current date
572,Michael,Jones,michael.jones@example.com,27/06/2001,4.47724E+11,25117,Uniqueness,Duplicate CustomerID
440,Jane,Brown,jane.brown@mail.com,28/01/2026,4.47224E+11,53642,Consistency,Date of birth is after current date
612,Laura,Smith,noatsign.com,11/04/1988,12345,,Validity,Invalid format or value
811,Emily,Davis,,10/06/1964,abcdefghij,9999999999,Validity,Invalid format or value
538,Chris,Jones,chris.jones@demo.net,04/09/1996,4.4764E+11,78697,Uniqueness,Duplicate CustomerID
229,Chris,Garcia,user@@domain.com,24/11/1958,4.4E+11,9999999999,Validity,Invalid format or value
628,Sarah,Smith,,03/04/1963,4.4763E+11,28566,Completeness,Missing mandatory field(s)
214,Jane,Miller,,08/06/1955,4.47427E+11,46160,Completeness,Missing mandatory field(s)
797,James,Smith,james.smith@example.com,28/11/1968,4.4772E+11,92511,Uniqueness,Duplicate CustomerID
287,Anna,Garcia,,13/04/1975,12345,9999999999,Validity,Invalid format or value
3,John,Johnson,john.johnson@mail.com,29/01/2026,4.47543E+11,88907,Consistency,Date of birth is after current date
102,David,Wilson,david.wilson@example.com,14/04/2026,4.47408E+11,72518,Consistency,Date of birth is after current date
408,Anna,Miller,,11/04/1999,abcdefghij,,Validity,Invalid format or value
464,Michael,Johnson,michael.johnson@demo.net,05/12/1988,4.47692E+11,53420,Completeness,Missing mandatory field(s)
158,Michael,Garcia,noatsign.com,15/12/1974,12345,,Validity,Invalid format or value
748,Emily,Rodriguez,emily.rodriguez@demo.net,07/03/1986,,40801,Completeness,Missing mandatory field(s)
537,John,Jones,john.jones@mail.com,05/10/2026,4.47268E+11,29168,Consistency,Date of birth is after current date
585,Jane,Rodriguez,jane.rodriguez@example.com,29/08/2026,4.4724E+11,77603,Consistency,Date of birth is after current date
274,David,Davis,noatsign.com,22/08/2003,abcdefghij,9999999999,Validity,Invalid format or value
307,Sarah,Johnson,sarah.johnson@test.org,20/08/1971,4.47787E+11,96127,Completeness,Missing mandatory field(s)
317,Jane,Davis,jane.davis@mail.com,09/12/1998,4.47315E+11,52101,Completeness,Missing mandatory field(s)
611,Laura,Smith,invalid@,27/06/2001,4.4E+11,9999999999,Validity,Invalid format or value
613,Emily,Williams,,09/02/1975,,ABCDE,Validity,Invalid format or value
271,James,Williams,james.williams@example.com,02/06/1990,4.47111E+11,55015,Uniqueness,Duplicate CustomerID
53,Anna,Wilson,invalid@,24/05/1973,abcdefghij,9999999999,Validity,Invalid format or value
214,Jane,Miller,jane.miller@test.org,01/12/2025,4.47427E+11,46160,Consistency,Date of birth is after current date
397,Michael,Rodriguez,invalid@,24/06/1974,4.4E+11,,Validity,Invalid format or value
670,Laura,Wilson,invalid@,12/05/1953,4.4E+11,9999999999,Validity,Invalid format or value
42,David,Davis,david.davis@example.com,22/04/2002,4.4776E+11,84978,Uniqueness,Duplicate CustomerID
31,James,Williams,,04/05/1997,4.4E+11,9999999999,Validity,Invalid format or value
562,John,Brown,noatsign.com,14/08/1984,4.4E+11,ABCDE,Validity,Invalid format or value
457,David,Johnson,david.johnson@test.org,26/02/1991,4.47754E+11,97194,Uniqueness,Duplicate CustomerID
91,Anna,Brown,,09/05/1994,,9999999999,Validity,Invalid format or value
650,John,Davis,john.davis@example.com,03/11/2026,4.47885E+11,96772,Consistency,Date of birth is after current date
334,Emily,Garcia,invalid@,18/05/1982,abcdefghij,ABCDE,Validity,Invalid format or value
978,David,Johnson,david.johnson@test.org,17/10/2026,4.47754E+11,97194,Consistency,Date of birth is after current date
23,John,Johnson,invalid@,08/07/1980,4.4E+11,,Validity,Invalid format or value
217,Anna,Brown,noatsign.com,21/09/1999,,,Validity,Invalid format or value
522,Michael,Miller,,27/07/2005,4.4E+11,ABCDE,Validity,Invalid format or value
824,Jane,Johnson,jane.johnson@example.com,14/11/2025,4.47678E+11,14088,Consistency,Date of birth is after current date
545,John,Smith,john.smith@example.com,02/01/2027,4.47017E+11,26284,Consistency,Date of birth is after current date
402,Sarah,Brown,sarah.brown@example.com,25/05/1973,4.47412E+11,40870,Uniqueness,Duplicate CustomerID
257,David,Smith,david.smith@test.org,13/01/2026,4.4786E+11,91018,Consistency,Date of birth is after current date
578,Chris,Wilson,chris.wilson@example.com,06/07/1994,,,Completeness,Missing mandatory field(s)
869,Michael,Garcia,,28/11/1957,,44483,Completeness,Missing mandatory field(s)
710,Anna,Williams,invalid@,24/11/1957,4.4E+11,9999999999,Validity,Invalid format or value
986,James,Davis,james.davis@example.com,03/07/1951,4.47568E+11,46010,Uniqueness,Duplicate CustomerID
365,Sarah,Rodriguez,noatsign.com,11/12/1962,,ABCDE,Validity,Invalid format or value
4,John,Rodriguez,john.rodriguez@mail.com,21/11/1998,4.4745E+11,38893,Uniqueness,Duplicate CustomerID
295,John,Miller,john.miller@example.com,05/03/2026,4.4785E+11,29142,Consistency,Date of birth is after current date
579,Sarah,Smith,sarah.smith@demo.net,25/10/2026,4.47179E+11,58193,Consistency,Date of birth is after current date
159,David,Garcia,david.garcia@example.com,04/02/2027,4.47374E+11,63523,Consistency,Date of birth is after current date
682,Jane,Smith,jane.smith@mail.com,01/06/1983,4.47525E+11,,Completeness,Missing mandatory field(s)
485,Michael,Davis,,12/10/1987,,9999999999,Validity,Invalid format or value
919,Sarah,Wilson,sarah.wilson@demo.net,07/08/2026,4.4718E+11,34102,Consistency,Date of birth is after current date
853,Jane,Garcia,jane.garcia@mail.com,21/02/2004,4.47579E+11,10157,Uniqueness,Duplicate CustomerID
174,Laura,Miller,noatsign.com,08/07/1999,abcdefghij,9999999999,Validity,Invalid format or value
422,John,Jones,user@@domain.com,05/11/1998,abcdefghij,ABCDE,Validity,Invalid format or value
860,Emily,Miller,emily.miller@demo.net,29/10/2026,4.47114E+11,30287,Consistency,Date of birth is after current date
440,Jane,Brown,noatsign.com,03/01/1993,12345,9999999999,Validity,Invalid format or value
688,Michael,Wilson,michael.wilson@example.com,15/04/2026,4.47271E+11,89736,Consistency,Date of birth is after current date
139,Anna,Jones,anna.jones@demo.net,12/12/1992,,54657,Completeness,Missing mandatory field(s)
315,Laura,Davis,laura.davis@test.org,05/10/1966,4.47533E+11,75211,Uniqueness,Duplicate CustomerID
563,Laura,Wilson,laura.wilson@example.com,24/05/1997,4.47954E+11,,Completeness,Missing mandatory field(s)
525,David,Garcia,,02/01/1965,,84107,Completeness,Missing mandatory field(s)
858,David,Jones,david.jones@mail.com,29/06/1950,4.47761E+11,10932,Uniqueness,Duplicate CustomerID
853,James,Jones,james.jones@mail.com,13/09/1976,4.47828E+11,47880,Uniqueness,Duplicate CustomerID
793,David,Wilson,david.wilson@example.com,23/07/1984,4.47966E+11,85574,Uniqueness,Duplicate CustomerID
589,Anna,Brown,anna.brown@demo.net,15/01/1983,4.47635E+11,74665,Uniqueness,Duplicate CustomerID
639,John,Smith,noatsign.com,25/04/1989,abcdefghij,9999999999,Validity,Invalid format or value
871,David,Wilson,,08/08/2003,4.47062E+11,32973,Completeness,Missing mandatory field(s)
982,Anna,Jones,anna.jones@example.com,07/06/1983,4.47875E+11,54921,Uniqueness,Duplicate CustomerID
520,Anna,Williams,anna.williams@demo.net,15/12/1987,,73788,Completeness,Missing mandatory field(s)
358,Emily,Brown,emily.brown@test.org,14/05/1954,4.47054E+11,46877,Completeness,Missing mandatory field(s)
644,David,Williams,david.williams@example.com,01/08/2026,4.47964E+11,22203,Consistency,Date of birth is after current date
226,David,Davis,,26/12/1993,12345,ABCDE,Validity,Invalid format or value
986,Emily,Miller,emily.miller@example.com,04/10/1974,4.47987E+11,82569,Uniqueness,Duplicate CustomerID
941,John,Rodriguez,noatsign.com,06/09/1966,abcdefghij,ABCDE,Validity,Invalid format or value
411,Laura,Jones,laura.jones@demo.net,09/05/1999,4.47039E+11,69614,Uniqueness,Duplicate CustomerID
492,Laura,Wilson,invalid@,28/03/1979,,,Validity,Invalid format or value
408,Anna,Miller,anna.miller@demo.net,11/04/1999,,,Completeness,Missing mandatory field(s)
245,Sarah,Williams,sarah.williams@test.org,01/07/2026,4.47775E+11,52517,Consistency,Date of birth is after current date
811,Emily,Davis,emily.davis@mail.com,27/01/2026,4.47198E+11,38939,Consistency,Date of birth is after current date
668,Anna,Wilson,anna.wilson@example.com,24/06/1959,4.47604E+11,23237,Uniqueness,Duplicate CustomerID
832,Emily,Smith,user@@domain.com,18/06/1996,12345,,Validity,Invalid format or value
835,Anna,Williams,anna.williams@demo.net,17/12/1983,4.47392E+11,87028,Uniqueness,Duplicate CustomerID
609,Jane,Smith,jane.smith@example.com,28/09/1967,4.47969E+11,94670,Uniqueness,Duplicate CustomerID
352,Jane,Miller,jane.miller@mail.com,07/11/1991,,,Completeness,Missing mandatory field(s)
126,Sarah,Williams,,11/01/1969,,43862,Completeness,Missing mandatory field(s)
276,David,Jones,david.jones@test.org,27/01/2004,4.47938E+11,29709,Completeness,Missing mandatory field(s)
356,Laura,Rodriguez,laura.rodriguez@demo.net,10/03/2026,4.47944E+11,50441,Consistency,Date of birth is after current date
261,Jane,Rodriguez,jane.rodriguez@example.com,20/09/2026,4.47548E+11,35415,Consistency,Date of birth is after current date
793,David,Johnson,user@@domain.com,07/01/1973,abcdefghij,9999999999,Validity,Invalid format or value
929,Sarah,Davis,sarah.davis@mail.com,06/01/1968,4.47142E+11,80701,Uniqueness,Duplicate CustomerID
282,Chris,Johnson,chris.johnson@example.com,17/07/2026,4.47941E+11,91006,Consistency,Date of birth is after current date
13,Chris,Johnson,,02/12/1997,4.4E+11,ABCDE,Validity,Invalid format or value
209,Chris,Garcia,chris.garcia@example.com,11/07/2026,4.47252E+11,80457,Consistency,Date of birth is after current date
95,Michael,Garcia,michael.garcia@mail.com,06/07/1954,4.47279E+11,59689,Uniqueness,Duplicate CustomerID
421,James,Davis,,24/12/1969,4.47896E+11,,Completeness,Missing mandatory field(s)
294,Sarah,Brown,sarah.brown@demo.net,28/04/1957,,39430,Completeness,Missing mandatory field(s)
413,Anna,Garcia,anna.garcia@example.com,15/10/1995,4.47478E+11,17292,Completeness,Missing mandatory field(s)
714,Emily,Miller,emily.miller@test.org,28/01/2027,4.4711E+11,60272,Consistency,Date of birth is after current date
527,James,Jones,james.jones@mail.com,13/02/2027,4.47607E+11,74921,Consistency,Date of birth is after current date
696,John,Garcia,john.garcia@test.org,03/09/2026,4.47974E+11,64862,Consistency,Date of birth is after current date
714,Emily,Miller,emily.miller@test.org,26/07/1961,,,Completeness,Missing mandatory field(s)
431,Emily,Davis,emily.davis@test.org,21/11/2025,4.47065E+11,82970,Consistency,Date of birth is after current date
761,Anna,Johnson,anna.johnson@demo.net,13/01/1991,4.47707E+11,87242,Completeness,Missing mandatory field(s)
394,John,Davis,invalid@,19/09/1966,,,Validity,Invalid format or value
798,Emily,Davis,invalid@,11/06/1968,4.4E+11,9999999999,Validity,Invalid format or value
865,Chris,Jones,,19/09/1985,,,Validity,Invalid format or value
917,Sarah,Brown,invalid@,06/06/1978,abcdefghij,,Validity,Invalid format or value
738,David,Garcia,invalid@,18/12/1964,12345,9999999999,Validity,Invalid format or value
801,James,Johnson,james.johnson@mail.com,05/01/2027,4.47438E+11,60860,Consistency,Date of birth is after current date
220,Michael,Johnson,michael.johnson@example.com,28/10/1961,4.47016E+11,56955,Uniqueness,Duplicate CustomerID
773,John,Smith,john.smith@mail.com,14/12/1973,4.47806E+11,31094,Completeness,Missing mandatory field(s)
223,Laura,Garcia,invalid@,17/01/1996,12345,,Validity,Invalid format or value
907,Michael,Rodriguez,noatsign.com,28/08/1993,abcdefghij,9999999999,Validity,Invalid format or value
711,David,Davis,david.davis@demo.net,28/06/1988,4.47513E+11,60242,Uniqueness,Duplicate CustomerID
133,Chris,Jones,noatsign.com,07/09/1970,,,Validity,Invalid format or value
709,John,Smith,john.smith@demo.net,17/09/2026,4.47225E+11,32099,Consistency,Date of birth is after current date
924,Jane,Davis,jane.davis@test.org,30/07/1970,4.47266E+11,47247,Uniqueness,Duplicate CustomerID
934,Anna,Brown,invalid@,08/03/1999,4.4E+11,,Validity,Invalid format or value
466,Laura,Jones,noatsign.com,02/09/1956,,9999999999,Validity,Invalid format or value
794,John,Rodriguez,,21/02/1996,,9999999999,Validity,Invalid format or value
497,David,Davis,,16/04/1990,abcdefghij,ABCDE,Validity,Invalid format or value
199,Emily,Jones,emily.jones@example.com,18/10/2001,4.47109E+11,80371,Uniqueness,Duplicate CustomerID
66,James,Smith,noatsign.com,05/04/2002,,,Validity,Invalid format or value
619,John,Miller,user@@domain.com,18/08/1952,12345,9999999999,Validity,Invalid format or value
203,Emily,Davis,emily.davis@test.org,07/02/1958,4.47849E+11,61717,Completeness,Missing mandatory field(s)
534,John,Wilson,,02/10/1997,12345,ABCDE,Validity,Invalid format or value
50,Anna,Jones,anna.jones@mail.com,30/04/2001,4.47447E+11,91016,Uniqueness,Duplicate CustomerID
445,Laura,Johnson,,24/09/1978,4.47982E+11,36624,Completeness,Missing mandatory field(s)
784,John,Miller,noatsign.com,21/11/1963,,,Validity,Invalid format or value
451,Sarah,Williams,sarah.williams@mail.com,13/01/1999,4.47524E+11,,Completeness,Missing mandatory field(s)
972,Anna,Johnson,anna.johnson@example.com,22/09/1968,4.47704E+11,,Completeness,Missing mandatory field(s)
986,Emily,Miller,emily.miller@example.com,13/06/2026,4.47987E+11,82569,Consistency,Date of birth is after current date
43,David,Williams,david.williams@test.org,04/07/1991,4.47268E+11,19880,Uniqueness,Duplicate CustomerID
482,David,Smith,david.smith@test.org,13/07/2026,4.47416E+11,21101,Consistency,Date of birth is after current date
36,John,Brown,noatsign.com,26/10/1952,,,Validity,Invalid format or value
741,James,Wilson,james.wilson@mail.com,30/07/1961,4.47465E+11,75911,Uniqueness,Duplicate CustomerID
964,John,Rodriguez,john.rodriguez@demo.net,24/08/1966,4.47948E+11,12453,Uniqueness,Duplicate CustomerID
937,Emily,Rodriguez,emily.rodriguez@test.org,17/07/1975,4.47696E+11,79722,Completeness,Missing mandatory field(s)
300,Anna,Garcia,user@@domain.com,12/12/1959,12345,,Validity,Invalid format or value
328,Laura,Rodriguez,noatsign.com,22/05/2000,12345,ABCDE,Validity,Invalid format or value
576,Michael,Miller,michael.miller@mail.com,26/01/2027,4.47787E+11,25473,Consistency,Date of birth is after current date
447,Michael,Smith,user@@domain.com,22/08/1999,4.4E+11,ABCDE,Validity,Invalid format or value
308,Jane,Wilson,jane.wilson@test.org,20/12/1961,4.47048E+11,56176,Uniqueness,Duplicate CustomerID
66,James,Smith,james.smith@test.org,05/04/2002,4.47593E+11,,Completeness,Missing mandatory field(s)
740,Laura,Wilson,laura.wilson@demo.net,06/04/1966,4.47656E+11,59774,Uniqueness,Duplicate CustomerID
150,Laura,Johnson,,25/09/1973,,,Completeness,Missing mandatory field(s)
541,Sarah,Wilson,user@@domain.com,11/05/1958,abcdefghij,ABCDE,Validity,Invalid format or value
911,James,Rodriguez,james.rodriguez@test.org,15/11/1980,4.47021E+11,63970,Uniqueness,Duplicate CustomerID
775,Emily,Rodriguez,emily.rodriguez@example.com,07/03/1982,4.47874E+11,69322,Completeness,Missing mandatory field(s)
739,John,Williams,john.williams@example.com,29/04/1987,4.47978E+11,87430,Completeness,Missing mandatory field(s)
539,Chris,Davis,chris.davis@demo.net,20/07/1990,4.47081E+11,93050,Uniqueness,Duplicate CustomerID
967,James,Williams,james.williams@test.org,10/12/1978,4.4744E+11,94004,Uniqueness,Duplicate CustomerID
411,Jane,Smith,jane.smith@mail.com,19/05/2001,4.47576E+11,29641,Uniqueness,Duplicate CustomerID
486,Jane,Miller,jane.miller@test.org,15/02/1972,4.47774E+11,91924,Completeness,Missing mandatory field(s)
129,Emily,Garcia,emily.garcia@demo.net,17/03/1990,,12260,Completeness,Missing mandatory field(s)
893,Laura,Wilson,laura.wilson@example.com,31/07/1998,4.47045E+11,,Completeness,Missing mandatory field(s)
897,Laura,Rodriguez,laura.rodriguez@example.com,01/12/2026,4.47373E+11,61605,Consistency,Date of birth is after current date
255,David,Smith,invalid@,26/12/1956,,9999999999,Validity,Invalid format or value
930,Jane,Garcia,,25/10/1982,,,Validity,Invalid format or value
122,Michael,Davis,michael.davis@mail.com,22/10/1996,4.47698E+11,45400,Completeness,Missing mandatory field(s)
83,James,Williams,james.williams@mail.com,21/09/1987,4.47714E+11,,Completeness,Missing mandatory field(s)
799,Laura,Jones,laura.jones@test.org,11/06/1975,4.47363E+11,81737,Uniqueness,Duplicate CustomerID
825,Anna,Wilson,anna.wilson@demo.net,08/12/2002,4.47228E+11,14804,Uniqueness,Duplicate CustomerID
381,James,Jones,invalid@,13/09/1976,,9999999999,Validity,Invalid format or value
456,Anna,Garcia,noatsign.com,31/05/1951,,ABCDE,Validity,Invalid format or value
14,Michael,Garcia,invalid@,21/03/1974,12345,9999999999,Validity,Invalid format or value
70,Laura,Garcia,laura.garcia@example.com,05/08/1976,4.47965E+11,95397,Uniqueness,Duplicate CustomerID
374,James,Wilson,user@@domain.com,05/04/1963,,,Validity,Invalid format or value
608,David,Miller,user@@domain.com,30/03/2002,,9999999999,Validity,Invalid format or value
433,Sarah,Davis,sarah.davis@test.org,09/05/1987,4.47438E+11,29558,Uniqueness,Duplicate CustomerID
350,Sarah,Wilson,noatsign.com,16/01/1978,,9999999999,Validity,Invalid format or value
326,Laura,Rodriguez,laura.rodriguez@example.com,30/01/1995,4.47373E+11,61605,Uniqueness,Duplicate CustomerID
755,Anna,Garcia,noatsign.com,07/08/1990,,ABCDE,Validity,Invalid format or value
86,Anna,Jones,anna.jones@demo.net,09/06/1972,4.47491E+11,49599,Uniqueness,Duplicate CustomerID
106,David,Williams,noatsign.com,14/06/1961,4.4E+11,9999999999,Validity,Invalid format or value
549,Michael,Smith,michael.smith@demo.net,06/11/2026,4.4778E+11,40689,Consistency,Date of birth is after current date
515,Chris,Garcia,chris.garcia@test.org,03/08/2026,4.47417E+11,90125,Consistency,Date of birth is after current date
674,Jane,Brown,jane.brown@mail.com,16/12/1976,4.47799E+11,68079,Uniqueness,Duplicate CustomerID
885,Laura,Johnson,laura.johnson@test.org,06/04/2026,4.47411E+11,93055,Consistency,Date of birth is after current date
308,Anna,Miller,anna.miller@mail.com,26/09/2000,4.47112E+11,75035,Uniqueness,Duplicate CustomerID
199,John,Wilson,john.wilson@test.org,12/01/2026,4.47097E+11,48680,Consistency,Date of birth is after current date
998,Chris,Jones,chris.jones@test.org,29/03/1994,4.47157E+11,18292,Uniqueness,Duplicate CustomerID
362,James,Brown,james.brown@test.org,21/03/2026,4.4731E+11,19637,Consistency,Date of birth is after current date
446,Sarah,Miller,sarah.miller@demo.net,07/02/1954,4.47604E+11,39002,Uniqueness,Duplicate CustomerID
307,Sarah,Johnson,,20/08/1971,12345,9999999999,Validity,Invalid format or value
216,Anna,Smith,noatsign.com,03/12/1979,4.4E+11,9999999999,Validity,Invalid format or value
80,James,Brown,user@@domain.com,10/09/1988,abcdefghij,,Validity,Invalid format or value
114,Jane,Wilson,,21/09/1991,12345,9999999999,Validity,Invalid format or value
474,David,Davis,david.davis@mail.com,24/07/2002,4.47709E+11,59816,Uniqueness,Duplicate CustomerID
437,David,Brown,david.brown@test.org,27/10/2025,4.47355E+11,94765,Consistency,Date of birth is after current date
585,Michael,Williams,michael.williams@example.com,23/01/1991,4.4704E+11,48462,Uniqueness,Duplicate CustomerID
4,John,Rodriguez,john.rodriguez@mail.com,18/09/2026,4.4745E+11,38893,Consistency,Date of birth is after current date
2,Jane,Rodriguez,jane.rodriguez@example.com,23/12/2002,4.47453E+11,14165,Uniqueness,Duplicate CustomerID
254,Anna,Johnson,anna.johnson@example.com,22/09/1968,4.47704E+11,74409,Uniqueness,Duplicate CustomerID
